"","text","score"
"363","RT @SpamAyres: A bit of a push for one of my #paintings on #Ebay:: https://t.co/jkBMgv5TWu 

#lakedistrict #cumbria #keswick #windermere #p…",0
"364","RT @SpamAyres: A bit of a push for one of my #paintings on #Ebay:: https://t.co/jkBMgv5TWu 

#lakedistrict #cumbria #keswick #windermere #p…",0
"365","#sport Asics Gel-Ds Trainer 19  Running Route Chaussures Baskets pointure 39 https://t.co/JRhZJVeCw2 #running",0
"367","Check out NWT Levi's 513 Slim Straight Boys Jeans Size 12 26x26 https://t.co/CEr7qONucW @eBay",0
"371","https://t.co/8MsqghHKNj NEW NIKE ZOOM KD IV 4 NERF QS RARE SIZE 8.5 DS OG ALL OBO Holla At Mi",0
"372","RT @PDMastery: eBay DropShipping Policy Clarified | Are You Allowed To Drop Ship on eBay?  #sales https://t.co/D25YpD9Kne",0
"373","https://t.co/YM67hb8zos Nike SB Jason Voorhees Low samples 1/24 Sz 9 NEW DS OBO Freddy Holla At Mi",0
"374","https://t.co/vcWJOWYpDW Lebron 9 Lebronald Palmer Sample Sz 8 New DS OBO Holla At Me",0
"375","https://t.co/pFsj1GQvWZ Nike Air Foamposite Yeezy Pro Platinum Size 13. 616750-003 jordan penny",0
"377","https://t.co/ageJJnMG7g Nike Air Foamposite yeezy PRM Size 13. 616750-001 jordan penny 1 2 3 4 5 6",0
"378","https://t.co/ctItP4A4DB VNDS 2001 NIKE AIR JORDAN 1 I RETRO SIZE: 8.5",0
"379","Check out JCo.Customs By Kitty Paws Shoes The Purple &amp; Glittered Stripe 6"" Open Toe Pumps  https://t.co/XxocJAbwLf @eBay",0
"381","https://t.co/ywrGVU0Lcy 2013 Nike Air Jordan 11 XI Retro Reverse Concord Tuxedo Size 14. 528895-110. 1 2",0
"384","https://t.co/MeZal2HD2u Nike Air Jordan 4 IV Retro Toro Bravo Size 13. 308497-603 1 2 3 5 6 bred fear",0
"385","#nintendo jeu Nintendo Game Boy The Legend Of Zelda Link's Awakening PAL FRA https://t.co/oifXUMvLIq #jeuxvideo #geek",0
"386","https://t.co/DvpRgFl3Fg 2013 Nike Air Jordan 13 XIII Retro Squadron Size 11. 414571-405 1 2 3 4 5 6",0
"387","All Black Nike Roshe Women's Size 8 1/2 
- Bid on this now on eBay &gt; https://t.co/deiJ4D3KvQ https://t.co/xnAJXsfCUJ",0
"390","https://t.co/M68c71Fwax 2016 Nike Air Foamposite One PRM Olympic Size 11.5. 575420-400 Jordan Penny",0
"392","John Terry Signed Chelsea Home Shirt 2016/17 Proof England https://t.co/LNPblvaBfY #CFC #ChelseaFC https://t.co/335mo1HQon",0
"393","Check out JCo.Customs By Kitty Paws Shoes The Purple &amp; Glittered Stripe 6"" Open Toe Pumps  https://t.co/cGnso7GYBe @eBay",0
"395","<U+2693>EASY BREEZY STYLES
@mtt516
<U+2693>All Things Coastal 2 U!
FB &amp; RT no porn/politics
#IARTG
https://t.co/bRqwlJ4FJc https://t.co/B29vmElRxC",0
"400","#amazon JAILBROKEN FIRE STICK W ALEXA NEWEST 2NDGEN_TVADDONS 17.1 TV SHOWS MOVIES SPORTS https://t.co/t20R9xtNnh #amazonfiretv #firestick",0
"403","Interessanten Artikel bei eBay ansehen https://t.co/rIGAxohyBG Please take a look my dears ^_^",0
"404","Items for sale by #neandercol on #eBay. #Craft, #Art, #Handmade, #Fabric, #Stickers etc. #Stamen https://t.co/93PAs5BznC b  f",0
"406","Check out Uncharted Territory Denim Jeans Size 32/16 straight slim https://t.co/Yx1MFpATPA @eBay",0
"407","# Jericho - The Complete Series (DVD, 2008, Multi-Disc Set) https://t.co/IjE6DjM7zL https://t.co/BCDvQ9rtio",0
"408","Nails For The Baseball/Basketball  Fan #baseball #nails #style #basketball https://t.co/vMMTNLjvNN",0
"409","# The Maigret Collection (DVD, 2013, 4-Disc Set) Michael Gambon NEW https://t.co/CeLwARsJLg",0
"410","Check out Painted Bracelet Bangle Vintage Wood Hand Flower Gloss Varnished Lacquer 739 #Unbranded https://t.co/vLc1GRzTPf via @eBay",0
"411","# Jumanji (DVD, 2000, Collectors Edition) https://t.co/mEp1kKwoF7 https://t.co/tG0nnWQTRF",0
"412","# Antique santo our lady of Guadalupe hand carved wood religious statue https://t.co/n0we0mW3cX https://t.co/2hDH9wnGlJ",0
"415","# Antique Early Paper Mache Rabbit Candy Container w/Log &amp; Loofa Cart https://t.co/R3cp16fCug https://t.co/1kM6An29f5",0
"416","New of Steam on Ebay steam account https://t.co/LJyqQHleQY https://t.co/Sbv08WML8k",0
"418","New of Steam on Ebay LOT OF 5 RANDOM STEAM KEYS (PC GAMES) 24 HOUR DELIVERY WORLDWIDE NO DUPLICATES… https://t.co/sFL5hCMP7x",0
"420","@MedsManPharm @CW_Pharmacists @BPSA @UCLFightsFakes @NadiaBukhariUCL @OksanaUCL_DPP @DrDianeAshiru @M_YousafAhmad… https://t.co/RzUZ2EGGJ1",0
"421","# Star Wars Trading Cards - Vintage https://t.co/AE9zeCfzEC https://t.co/YxvAhDcb5T",0
"422","A bit of a push for one of my #paintings on #Ebay:: https://t.co/jkBMgv5TWu 

#lakedistrict #cumbria #keswick… https://t.co/p0ExKJEh7e",0
"425","<U+2763><U+2202> Victoria's Secret Phi Beta PINK Bling Invite Only A Lister Hoodie S SM... Hurry Now! https://t.co/4DEzGN4IV0 https://t.co/sAklagsoLk",0
"426","Apple Watch apps for Amazon, eBay and Google Maps disappear https://t.co/lA5NjXxzOG https://t.co/UnogMgPwda",0
"427","Star Wars R2-D2 Kitchen Timer #StarWars #R2D2 #Timer #ForSale #eBay https://t.co/JKnvCQ6NHk",0
"428","Buy It Now:ekco A21 #bakelite Receiver Radio #vintage Only £60 https://t.co/6z2F5Bc59q https://t.co/aVBOIaLIPX",0
"430","# 375+ Huge Lot X-Files Memorabilia Cards Diary Map Badge Season 1 2 3 Foil 97 98 https://t.co/asRLhpU28g https://t.co/fF3I0sqjEl",0
"432","NWT MICHAEL KORS Hamilton Saffiano Leather Satchel Tote Bag Purse Handbag BLACK https://t.co/Rx5oxnLeEe https://t.co/PZTRiropiZ",0
"435","#Vintage #Israel Judaica Bronze Ashtray 12 Tribes- Asher Symbol Signed 1950's  https://t.co/YJhfbc5jRI via @eBay",0
"436","<U+25D5>8 ROAMAN'S PLUS 12W NEW DENIM STONEWASH LONG TAB SLEEVE ABOVE KNEE SHIRT... Consider now https://t.co/vLdkGRIRC4 https://t.co/rAcSNHgFxC",0
"438","RT @barntiques859: CatholicSupplyHouse @cynthiasilver1 https://t.co/0S2obDwERr Not just for Catholics What's in your soul? https://t.co/MZr…",0
"439","1925 Australian florin 925 sterling silver 
- Bid on this now on eBay &gt; https://t.co/vG97zvWViE https://t.co/BGSkE0oog8",0
"440","Vintage Tootsie Metal Toy Car Lot https://t.co/4kJj2K6fBM https://t.co/2xvVlT4prS",0
"443","RARE Vintage Retro Lustro Ware Pink and Grey Bread Box~USA https://t.co/cDEhpj3T2z https://t.co/flE3PFw8fk",0
"444","<U+2766><U+25CA> Technika Speakers PC Laptop iPhone iPad iPod MP4 MP3 Android Macbook S... Closing Soon https://t.co/MnjQJJHwNZ https://t.co/jEnMGjwcKZ",0
"446","Vintage Miniature Noah's Ark Play Set https://t.co/yGDUTrMHxe https://t.co/7d82bCxO7r",0
"447","# Antique Chocolate Mold - Standing Bunny w/Basket https://t.co/2BgFLMDv7D https://t.co/vg94ZJEHwo",0
"448","My Heart Shadow Box 
$20
https://t.co/oyQcAcHVyv
Get the app from the Play Store
https://t.co/MTQ336X5Md",0
"449","Bag of Dimestore Plastic Indians MINT!!! https://t.co/FtMCJJj6yF https://t.co/2E0SNEg3OX",0
"450","# Vintage GE Antique General Electric Oscillating 14"" Fan S 28866 https://t.co/o3JklOnEZ1 https://t.co/2CpjnnPvQv",0
"451","Pair of RARE Vintage ~ TIN LITHO ~ OWL WHISTLES ~ Made in Japan https://t.co/KneFQuyLFQ https://t.co/XDxdmjIEcG",0
"452","# Coach Silver Loafers https://t.co/LsAYcZ1bIC https://t.co/8N1bKV1i0a",0
"454","# coach brown sneakers 7M https://t.co/MADHVB6r8H https://t.co/wFuRCmD4lP",0
"456","# WOMEN'S SIZE 13 LEVI'S 524 BOOT CUT BLUE JEANS https://t.co/xobNa4dq4D https://t.co/0SrBfGnj5I",0
"458","1930'S VINTAGE CHILD'S TEA SET MINT IN ORIG. BOX HAND PAINTED FLOWERS https://t.co/wgrwgzMums https://t.co/gQiPC6bVZu",0
"459","Check out enron hat https://t.co/L8arLlnY3S @eBay",0
"460","# Levi Strauss Signature Denim Jacket Size L https://t.co/HKYX3bWose https://t.co/Ro7Db3Xvzf",0
"461","How To Make Money By Flipping Products On eBay® How To Make Money By Flipping Prod https://t.co/avQVd6j7sS #bloggingsales #divorcecoach614",0
"462","VINTAGE ELASTOLIN LINEOL COMPOSITION GERMAN SHEPPARD TOY ANIMAL.GERMANY. 2"" TALL https://t.co/ZJjs7zY3Xi https://t.co/0WkrTdAHcN",0
"464","APPLE MACBOOK PRO 2011 15"", 2.2GHZ i7, 16GB, 1TB SSHD -WARRANTY- LOADED https://t.co/DLCHdLNKVa #mac #macbook https://t.co/3kw74VKceb",0
"465","https://t.co/x9grXes1PI NES Multicart 122-in-1: Surprise at Dino Peak, Little Samson, Ducktales 2, Zelda… https://t.co/bAMZvA6q3d",0
"467","Patio Rattan Round Sofa Set Lounger Wicker Furniture Outdoor Seat Brown/Black https://t.co/2pfdCviVs8 #Sofa… https://t.co/vhHDL9UWXL",0
"469","<U+2663> Eagle Eye 3.0 SkyDrones Live Streaming High Resolution Drone - BRAND NEW Act now https://t.co/FviPa52Lko https://t.co/2mM1gxtRKK",0
"471","# Levi's Women's Denim Shorts Size 14 https://t.co/zmfZgzyWZv https://t.co/YltG3c21Ba",0
"472","260 Vinca PACIFICA XP MIX Live Plants Plugs Garden Home Patio DIY Planters 429 https://t.co/9hPixckGQs",0
"473","NEW VAN MARK CD24 ALUMINUM TRIM COIL DISPENSER HOLDER TOOL SALE 2510345 https://t.co/Vpu4QckIew",0
"474","RT @USDesignTShirts: eBay: La Redoute Womens French Slogan Cotton T-Shirt https://t.co/fRxV6ZwCsP #tshirts #fashion https://t.co/gRztAsUNVh",0
"475","Outdoor Sectional Furniture Wicker Patio Rattan Sofa Set Deck Couch Black/Brown https://t.co/OGaYZqXflh #Sofa #Furniture",0
"476","Williams Sonoma Home Linen Metal Anchor Embroidered Pillow Off White W/ Silver https://t.co/YRbsN2SLEO",0
"477","Official NFL Football Team Street Sign 4"" x 24"" Plastic Houston Texans Ave NEW - https://t.co/jWEG8UaaNq https://t.co/geztF2VQQg",0
"478","Baja Convert-a-Couch Futon Sofa Sleeper Bed Dark Brown New Free Shipping https://t.co/tABIJQDhCI #Sofa #Furniture",0
"479","Check out JCo.Customs by Kitty Paws Shoes Women The Smokey Gray Tinsel Bottom 6 1/2 Pumps https://t.co/dtrlR7kh3U @eBay",0
"482","# Womens plus size 16 Medium Levi Strauss denim boot cut blue jeans https://t.co/Uf0bo34xYF https://t.co/4hLZUAexXg",0
"483","Green Bay Packers ""Repeating Logo"" Bow Tie - https://t.co/GoUzCF2JNa https://t.co/U2xsIPuEPd",0
"484","Check out Victoria's Secret PINK Racerback Push-up Sports Bra, Medium https://t.co/hu5O92hGf7 @eBay",0
"485","# Vintage Women's Levi Jacket 76581-1212 Size Large Medium Light Wash Red Tag https://t.co/G8pPgutZOX https://t.co/8CPeAuFgPM",0
"486","RT @Dropshipme1: #BMW https://t.co/hHOXFS2bmd 2014 BMW 5-Series Base Sedan 4-Door 2014 BMW 535D ONLY… https://t.co/NbDs1W1XZG #BMW https://…",0
"489","Check out JCo.Customs by Kitty Paws Shoes Women The Smokey Gray Tinsel Bottom 6 1/2 Pumps https://t.co/FW0F9jM93a @eBay",0
"490","Green Bay Packers 12 1/2"" x 18"" Bold Logo Garden / Mini Flag - https://t.co/MNBODn0qJ3 https://t.co/u5mW2FaHlM",0
"491","# EUC!!! Victoria Secret Bra Uplift Semi Demi 34DD Dark Gray Underwire https://t.co/8zkQ1bOu2r https://t.co/dQ8ZLtlffV",0
"493","# Victoria Secret plaid lounge pants/sleep size XS drawstring waist https://t.co/SofQDxCz5R https://t.co/Q5qugkRBCN",0
"494","RT @WelshRarebits2: Vintage Viking scales and weights online at https://t.co/J7xXPYo0ek #vintage #retro #antique #salvage #furniture #inter…",0
"497","3 FT HDMI Cable with Ethernet HDMI Male to Male M/M High Speed... - https://t.co/oDLDJaVgo8 - %#Quickberater% https://t.co/LJd3qghyto",0
"500","Check out ASUS Eee PC 1005HAB 10.1 With Windows XP Maroon In Color  https://t.co/irAlYBXIMr @eBay",0
"501","# Victoria Secret 34DD Gray With Lace Straps Wide https://t.co/iKi7iVECgn https://t.co/pOrkyUKtB4",0
"504","#ChristmasPresents Dr. Scholl's 2798 Womens London Brown Ankle Boots Heels 7 Medium (B,M) BHFO… https://t.co/0e0RfQCa2w",0
"506","#Toy #Cars: DISNEY PIXAR #Car Mater and Lightning McQueen 1:55 SCALE lot of 2 https://t.co/tOOu3jao46 https://t.co/khB23hpU9d",0
"508","NIP • Victoria's Secret • Pink Beach Towel • Dessert  Palm https://t.co/8oLbjFoNXp ebay #beach #towel",0
"509","# victoria secret gray 36 ddd bra multiple way front close https://t.co/NZBFLGxUms https://t.co/ogRYC0wU4J",0
"511","#Sport #Shoes #Nike Air Jordan V 5 #Retro OG Black Metallic Silver 845035 003 DS Men Size 7 NEW #Go https://t.co/Sv32hwGess",0
"512","Thunderbolt Mini DisplayPort DP to HDMI Cable Adapter for Apple... - https://t.co/DpyA6Okte4 - %#Quickberater% https://t.co/CrVFZaGiGo",0
"514","#Shoes #Apparel Dr. Scholl's 2798 Womens London Brown Ankle Boots Heels 7 Medium (B,M) BHFO https://t.co/8HbCEIK6hN… https://t.co/tM47gs9MDk",0
"515","Toni Kroos Hand Signed Official Bayern Munich Fact Postcard https://t.co/f7dyBwJz15 #fcbayern #bayernmunich https://t.co/8ozWHfspYK",0
"516","Kings Island coupon https://t.co/qSRFZhQAo1 https://t.co/2AldriVZFP",0
"518","#PeytonManning #NFL peyton manning signed full size helmet https://t.co/iIumMbFZCl #Original #Autograph https://t.co/VD542hUr4p",0
"519","#Entertainment #Buzz CELEBRITY SLEUTH MAGAZINE VOL14 #5 JESSICA ALBA 2001 NEW https://t.co/VsLGrDbQb6 #JessicaAlba https://t.co/N5RSVLTyKc",0
"520","#MLB #Baseball: Andrew Benintendi #Signed OMLB #Autograph #RedSox baseball auto INSCRIBED Awards… https://t.co/Hymi6QkuUp",0
"521","RT @ZOE_BEAUTY_UK: NOUVEAU #NAIL ACID EXTRA STRENGTH #PRIMER BOTTLE 0.25oz 7.3ml #acrylic uv gel tips #nouveau 
https://t.co/hlf8BAKF6U htt…",0
"522","Mario Gomez Hand Signed Official Bayern Munich Fact Postcard https://t.co/TXPr63Js3O #fcbayern #bayernmunich https://t.co/hIMM2X3InH",0
"528","#Card #Cards: Greg Olsen Autographed Carolina #Panthers Football Card https://t.co/FVS2NxwcI8 #NFL #Football https://t.co/yWZHPguMXI",0
"530","NEW! Canon PowerShot SX720 HS Digital Camera 20mp 40x optical zoom (Black): $288.00 End Date: Thursday May-11-2017…… https://t.co/nNFLVcfGuy",0
"533","#AppleWatch Apple Watch Series 2 38mm Aluminum Case Pearl Classic Buckle - (MNNX2LL/A) https://t.co/5cqZZJMsmu… https://t.co/7rdnwZXaBd",0
"535","HD HDMI Cable Cord 6FT 1.8M 1080P 720P For BLURAY 3D DVD HDTV PS3... - https://t.co/vk47EVvr5B - %#Quickberater% https://t.co/xuQxRDKhgV",0
"537","$50 iTunes Gift Card https://t.co/hewNoHU26I #itunes",0
"539","Panasonic Kx-tg6823eb Trio DECT Cordless Telephone Set With Answer Machine P16 https://t.co/unxpzF9j18 https://t.co/xDxOJ0RpVg",0
"542","Guns N'Roses on ebay: GUNS N ROSES 1ST OFFICIAL SHOW POSTER LAS VEGAS SOLD OUT SLASH AXL ROSE… https://t.co/JFo8a82Amy",0
"543","New LOL Item on Ebay: League of Legends | LoL Account | Rare UFO Corki skin | Level 3 https://t.co/6eOtTH93wD",0
"547","#Nike #Yeezy: NIKE #AirJordan 6 RETRO CARMINE 2014 Dead Stock Yeezy Supreme https://t.co/0sRaNnJSS9 https://t.co/0B0Mxd3Cf9",0
"550","Check out PINK Victorias Secret Sports Bra  https://t.co/Uuy18hABF9 @eBay",0
"551","Check out Original abstract art print - Friends by Troy Caperton #Realism https://t.co/aN0N17hDIX via @eBay",0
"552","Detail Cars Professionally https://t.co/7WXe9OO2ew #spider #mclaren",0
"553","Vintage Viking scales and weights online at https://t.co/J7xXPYo0ek #vintage #retro #antique #salvage #furniture… https://t.co/SJpuDZ4MaF",0
"556","Check out PINK Victorias Secret Sports Bra  https://t.co/SKIxm81xvV @eBay",0
"559","Check out 15  Sterling rings From Size 61/2-9 Beautiful Chunky Rings Wearable rings https://t.co/2aZZZfZsK3 @eBay",0
"565","Check out JCo.Customs by Kitty Paws Shoes Women The Pink Powder Room 4 1/2 Pumps US Size 9 https://t.co/mT1x2Ej9F7 @eBay",0
"566","<U+2662>¦ DISNEY'S WINNIE THE POOH EEYORE SQUARE 3D CUSHION PILLOW CASE EEYORE 1... Buy now! https://t.co/v78UFacaDe https://t.co/w0Igbxt5aj",0
"567","Check out Adidas Climalite Michigan Coaches Sideline Football Polo https://t.co/3MEBanB9yY @eBay",0
"568","Check out 2016-17 National Treasures Rookie Patch Auto 4 CLR Jamal Murray True Set RPA https://t.co/EZLDzLgfFi via @eBay",0
"569","[https://t.co/5bXYTxDa3a] #Izod men size M button-down blue squire #cotton # #ebay https://t.co/rwESDya8fx",0
"570","Check out JCo.Customs by Kitty Paws Shoes Women The Pink Powder Room 4 1/2 Pumps US Size 9 https://t.co/37EbzyOh4G @eBay",0
"573","Check out French Laundry Leggings Size 1X https://t.co/MUnQIvajhf @eBay",0
"574","¤<U+222B> ROAMAN'S PLUS 1X NEW GREEN/IVORY CAMO THERMAL CREW COTTON LONG SLEEVE... Going Quick! https://t.co/zJMHb5QNWG https://t.co/YYbMcq077i",0
"576","How to Migrate Wordpress Websites to a New Host
<U+261E> https://t.co/PWlUzPnldQ
#home #business #amazon #ebay https://t.co/AaPgw8Oe0P",0
"577","# WOMEN'S GRAY VICTORIA SECRET ""PINK"" PULLOVER HOODIE (SIZE S) https://t.co/Dyk3xm8ThP https://t.co/pFpxJCR8Fn",0
"578","Original Slide: Black River &amp; Western NW2 820 at Milford, NJ https://t.co/oFGCGyVXX5",0
"580","# Body by Victoria's Secret Bra~38C~Strapless~Black~NWOT~ https://t.co/lkYy0Zi7Pd https://t.co/NrkNq705iS",0
"581","RT @TammyTu78097268: Look at this on eBay https://t.co/j3bA8TAg0z https://t.co/KNp4YlSASy",0
"582","#ebuy womens clothes: £0.99 (0 Bids) End Date: Friday May-5-2017 9:10:52 BST Bid now | Add to watch list… https://t.co/MzTT8wIRrT",0
"583","Apple iPod nano 6th Generation Silver (8GB) New https://t.co/xpgYDR5VTv #music #tunes #gadget",0
"584","#ebay womens clothes: £0.99 (0 Bids) End Date: Friday May-5-2017 9:10:52 BST Bid now | Add to watch list… https://t.co/jbHhmkZrLw",0
"585","# victoria secret pink https://t.co/foZX08GSUG https://t.co/cr8Z2wNxtj",0
"586","# Ralph Lauren Sweater Cardigan, Size S https://t.co/QuIOLnRE0B https://t.co/qIEU0Hn1HD",0
"587","#ebay womens clothes: £0.99 (0 Bids) End Date: Friday May-5-2017 9:10:52 BST Bid now | Add to watch list… https://t.co/hXD2g5wZaz",0
"588","#ebay womens clothes: £0.99 (0 Bids) End Date: Friday May-5-2017 9:00:06 BST Buy It Now for only: £4.50…… https://t.co/T6eZCKmcjA",0
"591","#ebay womens clothes: £0.99 (0 Bids) End Date: Friday May-5-2017 9:00:06 BST Buy It Now for only: £4.50…… https://t.co/np9vfDZWIX",0
"592","#ebuy Girls bundle of clothes size 6-7 years: £13.00 (0 Bids) End Date: Friday May-5-2017 10:18:24 BST…… https://t.co/ntRcTAmicD",0
"594","#ebay womens clothes: £0.99 (0 Bids) End Date: Friday May-5-2017 8:59:27 BST Buy It Now for only: £8.00…… https://t.co/9afJmVjQ2w",0
"595","Star Wars The Force Awakens 18 inch kylo ren collectable action figure https://t.co/SriPfvxXyR #StarWars… https://t.co/qioiDWvlNJ",0
"597","#ebay womens clothes: £0.99 (0 Bids) End Date: Friday May-5-2017 8:59:27 BST Buy It Now for only: £8.00…… https://t.co/OtnELYCmiJ",0
"598","#ebuy womens clothes: £0.99 (0 Bids) End Date: Friday May-5-2017 9:18:05 BST Bid now | Add to watch list… https://t.co/P7uEg1wcjh",0
"599","#ebay Girls bundle of clothes size 6-7 years: £13.00 (0 Bids) End Date: Friday May-5-2017 10:18:24 BST Bid…… https://t.co/RTQUsHN9xx",0
"600","# EUC WOMEN'S LAUREN RALPH LAUREN PINK WHITE COLLAR &amp; CUFF BUTTON FRONT SHIRT MED. https://t.co/aNYlXit8f9 https://t.co/Cxwwp2Mtav",0
"601","#ebay Girls bundle of clothes size 6-7 years: £13.00 (0 Bids) End Date: Friday May-5-2017 10:18:24 BST Bid…… https://t.co/0VueSjTMwC",0
"602","Pokemon Toys and Pikachu Plushes and Amiibo https://t.co/QX6cCT2tIj #new #game

$80.00
End Date: Friday Jun-2-2017… https://t.co/mCcYZVK9N7",0
"603","# Lauren Ralph Lauren LRL Womens Red Sweatshirt Button Shoulder Tie Hem LG XL XXL https://t.co/fp31O2BKPF https://t.co/g7WqGjdh4F",0
"604","Apple MacBook Pro 15.4"" 512GB Laptop with Touchbar - MLH42LL/A (Space Gray) https://t.co/6MRaFxrfZF #macbook #apple… https://t.co/UKGcvJYc4o",0
"605","# WOMENS LAUREN RALPH LAUREN DENIM JEANS SHORTS SIZE 14 STRIPED https://t.co/QC54ZwsvAI https://t.co/qBtZgQQA6H",0
"606","#ebuy girls shoes size 11: £2.19 (2 Bids) End Date: Friday May-5-2017 9:09:01 BST Bid now | Add to watch…… https://t.co/1jKKGlrhBn",0
"609","APPLE MACBOOK PRO LATE 2011 15"", 2.5GHZ i7, 16GB, 1TB SSHD -WARRANTY -LOADED https://t.co/VK8tJCBc8t #macbook… https://t.co/MY4M2HtorL",0
"610","#ebuy Ladies Size 6 Camper Shoes: £31.00 (6 Bids) End Date: Friday May-5-2017 9:05:42 BST Bid now | Add…… https://t.co/Gd2if4MjB8",0
"611","Nintendo Switch System Video Game Console Box Protector Brand New  https://t.co/8tr5cDeOMS #nintendo #switch… https://t.co/TjmeGIsRKD",0
"612","# LAUREN Ralph Lauren wool lined ivory cream tweed hooded belted jacket, 16 https://t.co/8ASLu1ACSk https://t.co/VlNNyztLRd",0
"613","eBay: Peugeot 307 sw 1.6 hdi spares or repair https://t.co/54Mgpvxi8B #carparts #carrepair https://t.co/IyRVMffugi",0
"614","#ebuy Nike girls shoes uk 7: £1.00 (0 Bids) End Date: Friday May-5-2017 9:35:40 BST Bid now | Add to…… https://t.co/lttTZMp30T",0
"616","Check out Canvas AEROSOLES Shoes Women's Size 8 Stitch And Turn Slip On  Espadrilles https://t.co/BHKEOlXgol @eBay",0
"618","#ebay Ladies Size 6 Camper Shoes: £31.00 (6 Bids) End Date: Friday May-5-2017 9:05:42 BST Bid now | Add to…… https://t.co/GMboh5NBSY",0
"620","L #TomCruise #DVD Oblivion (#Bluray/DVD, 2013, 2-Disc Set) w slipcover! Tom Cruise, Morgan Freeman… https://t.co/4oqExT2yrG",0
"621","<U+2764>#Music #Collectible #U2 Three Out of Control 7"" Yellow Vinyl #Forsale #onsale https://t.co/dWLWB3rOq0… https://t.co/eCfljWpbq8",0
"622","#ebay Ladies Size 6 Camper Shoes: £31.00 (6 Bids) End Date: Friday May-5-2017 9:05:42 BST Bid now | Add to…… https://t.co/mhoEwAUsZQ",0
"624","<U+2764><U+2764><U+2764>#GPS #Tracker Mini GPS/SMS/GPRS Tracker TK103B Vehicle Car Realtime Tracking Device System US #Cars #Forsale…… https://t.co/kF9lRkfe5S",0
"627","At Keyboard Tissue Boxes Bathroom Home Decor Covers Idea Goods Gifts New White  https://t.co/SbrHjLS11Y via @eBay",0
"628","#ebay Nike girls shoes uk 7: £1.00 (0 Bids) End Date: Friday May-5-2017 9:35:40 BST Bid now | Add to watch…… https://t.co/UNiOtVwu6W",0
"629","#ebay Nike girls shoes uk 7: £1.00 (0 Bids) End Date: Friday May-5-2017 9:35:40 BST Bid now | Add to watch…… https://t.co/FMuymMWDdk",0
"630","The NORTH FACE Men's Thermoball Full Zip Camo Vest Jacket Size:X-Large NEW https://t.co/bQIFLJfZSJ #hunting https://t.co/TMyKCDOaYI",0
"631","eBay: 2011 Harley-Davidson Other Harley Davidson https://t.co/3AdDwXdV6Y #harleydavidson https://t.co/chcgwCFfan",0
"635","<U+2764>#Baby #Clothes Adidas x Mini Rodini Superstar Tracksuit Kids size 4T/104 BK0139 #BabyClothes #OnSale…… https://t.co/Hv8DimjgGn",0
"636","$13.99 USD! Salwar Kameez Unstitched Dress Material Punjabi Suit Ethnic Wear BID -10007 #eBayDailyBids… https://t.co/o9yG5jX5Tq",0
"637","<U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>#Workout #Health Gaiam #DVD Lot Daily Stretch (#DVD, 2004) &amp; Back Care #Yoga #DVD https://t.co/oCqq6O4uEV…… https://t.co/LvKiaajgiB",0
"638","<U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>#NASCAR #Autosport 2015 Jimmie Johnson #48 Autographed Lowes Foundation 1:24 HOTO (637 Made) w/coa #Auction… https://t.co/xjPWHcPJHS",0
"639","#Sales #Nike Air Jordan 1 #Retro High OG White Perforated Premium 555088-100 2017 #Shoes #Wow… https://t.co/73XcSux2dZ",0
"640","#Sale #Shoes #Nike Air Jordan 4 #Retro Alternate 89 White Red 308497-106 Size 10.5 #RT https://t.co/Tm0nBqSplP",0
"641","RT @herovillaintoys: Stop by on May the 4th for our huge Star Wars SALE! May the 4th be with you. https://t.co/Sm39moytQO #StarWars #toys #…",0
"643","<U+2764><U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>#KatyPerry #Deals Katy Perry TEENAGE DREAM Gatefold CAPITOL RECORDS New White Colored Vinyl 2 LP #Style #Forsale… https://t.co/qfw1lVgpGr",0
"645","VINTAGE LEVIS 501 HIGH WAISTED MOM BOYFRIEND JEANS W32 L30 / uk 12  #LeviStraussCo https://t.co/zWKID3BiCl via @eBay",0
"647","<U+2764><U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>#Gift #Card $5 -- STARBUCKS Taiwan 1 Millionth On the Go Pheasant Gift Card w/Sleeve #Coupon #BuyNow…… https://t.co/c1vjnxaqmA",0
"648","<U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>#JustinBieber #Music JUSTIN BIEBER - with 2 Photos - Designer Collectible GIFT Keychain 02 #Bieber #Memorabilia…… https://t.co/f6Zkd7bvkV",0
"649","Check out Women's Nike Golf Performance Long Sleeve Dri Fit Shirt Collard Zipper Shirt https://t.co/dMKj7PkaGc @eBay",0
"653","eBay: 2xBoys T-Shirt's With Slogan's Age 10-11 Primark https://t.co/Z7G86S2gsh #tshirts #fashion https://t.co/2FdlJcrUUD",0
"655","https://t.co/uRUNDvwyQ1 set beanie gray hat and red checker #scarf by American Eagle #ebay https://t.co/yZCDOL7Efh",0
"658","#Sport #eBay #Nike Air Jordan 4 #Retro Alternate 89 White Red 308497-106 Size 10.5 #Shoes https://t.co/kOgVYqJZuv",0
"659","Check out Pre-owned SPANX Bra-llelujah Full Coverage Front-Closure Bra 34 C https://t.co/Wnjq0Qu8x5 @eBay",0
