2006/07,"688,427",(100),"12,677",(2),"97,091",(14),"166,662",(24),"155,311",(23),"109,333",(16),"147,353",(21)
2007/08,"725,791",(100),"11,544",(2),"94,733",(13),"169,842",(23),"160,376",(22),"117,423",(16),"171,873",(24)
2008/09,"771,514",(100),"10,247",(1),"90,113",(12),"169,038",(22),"171,346",(22),"126,042",(16),"204,729",(27)
2009/10,"813,344",(100),"10,494",(1),"84,300",(10),"169,593",(21),"178,551",(22),"136,452",(17),"233,954",(29)
2010/11,"850,671",(100),"9,850",(1),"82,706",(10),"167,698",(20),"184,234",(22),"143,985",(17),"262,198",(31)
2011/12,"885,010",(100),"10,258",(1),"83,028",(9),"173,131",(20),"185,199",(21),"153,607",(17),"279,786",(32)
2012/13,"914,288",(100),"10,021",(1),"81,391",(9),"178,378",(20),"189,227",(21),"159,390",(17),"295,883",(32)
2013/14,"948,208",(100),"9,450",(1),"83,070",(9),"181,402",(19),"191,820",(20),"162,928",(17),"319,537",(34)
2014/15,"978,299",(100),"7,645",(1),"78,934",(8),"180,222",(18),"201,873",(21),"167,831",(17),"341,794",(35)
